accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,host_age_days,days_since_last_review,avg_review_score,accommodates_bedrooms,min_nights_reviews,season,distance_to_center_km,host_is_superhost,instant_bookable,host_has_profile_pic_binary,host_identity_verified_binary,Has_Wifi,Has_Kitchen,Has_Heating,Has_TV,Has_Essentials,Has_Hair_Dryer,Has_Iron,Has_Free_Parking,Has_Hangers,Has_Laptop_Friendly_Workspace,price
2,2.0,1.0,1.0,1,28,43,4.53,1069,6.0,4.5928571428571425,2.0,43,2.0,2.339322212525051,f,t,1,1,0,0,0,0,0,0,0,0,0,0,95.0
6,2.0,2.0,3.0,2,180,24,4.96,213,22.0,4.852857142857142,12.0,48,2.0,1.0519636621500987,t,t,1,1,0,0,0,0,0,0,0,0,0,0,316.0
4,2.0,2.0,2.0,90,365,0,4.89,3072,0.0,4.892857142857143,8.0,0,,0.8809625848175541,f,f,1,1,0,0,0,0,0,0,0,0,0,0,1750.0
4,1.0,2.0,3.0,90,365,3,4.67,2004,78.0,4.905714285714287,8.0,270,1.0,8.923775025997609,f,t,1,1,0,0,0,0,0,0,0,0,0,0,212.0
4,1.0,1.0,2.0,1,365,24,4.88,340,10.0,4.805714285714286,4.0,24,2.0,1.1427264050303938,t,f,0,1,0,0,0,0,0,0,0,0,0,0,333.0
4,1.0,2.0,2.0,90,365,2,3.5,3547,56.0,3.5714285714285716,8.0,180,1.0,8.123089688016375,f,f,0,1,0,0,0,0,0,0,0,0,0,0,99.0
8,2.0,2.0,4.0,90,365,0,4.89,220,0.0,4.892857142857143,16.0,0,,6.1266908281648504,f,f,0,1,0,0,0,0,0,0,0,0,0,0,959.0
3,1.0,1.0,2.0,90,180,1,5.0,4668,86.0,4.714285714285714,3.0,90,1.0,2.49010309155159,f,f,1,1,0,0,0,0,0,0,0,0,0,0,158.0
2,2.0,1.0,1.0,90,365,1,5.0,3861,109.0,5.0,2.0,90,1.0,0.5687666086884031,t,f,1,1,0,0,0,0,0,0,0,0,0,0,144.0
6,2.5,3.0,3.0,1,365,10,5.0,212,12.0,4.971428571428571,18.0,10,2.0,2.081458811677797,f,t,1,1,0,0,0,0,0,0,0,0,0,0,427.0
4,1.0,1.0,2.0,90,180,0,4.89,1161,0.0,4.892857142857143,4.0,0,,2.670987346622344,f,t,1,1,0,0,0,0,0,0,0,0,0,0,299.0
4,1.0,1.0,2.0,1,365,8,4.88,1637,156.0,4.897142857142858,4.0,8,0.0,2.746274660503941,t,f,1,1,0,0,0,0,0,0,0,0,0,0,399.0
6,1.0,2.0,4.0,1,365,29,4.72,318,9.0,4.822857142857143,12.0,29,2.0,6.283565155261827,t,f,1,1,0,0,0,0,0,0,0,0,0,0,159.0
6,2.5,2.0,2.0,90,365,1,5.0,1165,175.0,5.0,12.0,90,0.0,1.8943717760657945,f,t,1,1,0,0,0,0,0,0,0,0,0,0,253.0
2,1.0,1.0,1.0,6,60,11,4.91,3187,11.0,4.987142857142857,2.0,66,2.0,2.376445243034475,f,f,1,1,0,0,0,0,0,0,0,0,0,0,247.0
2,1.0,1.0,1.0,3,180,4,5.0,3392,31.0,5.0,2.0,12,1.0,7.806402406813328,f,f,1,1,0,0,0,0,0,0,0,0,0,0,152.0
11,4.0,4.0,6.0,1,365,33,4.91,404,19.0,4.922857142857143,44.0,33,2.0,7.799571313119106,t,f,1,1,0,0,0,0,0,0,0,0,0,0,444.0
3,1.0,2.0,2.0,1,3,41,4.88,3122,5.0,4.869999999999999,6.0,41,2.0,2.9436416174339586,t,f,1,0,0,0,0,0,0,0,0,0,0,0,140.0
2,1.0,1.0,1.0,2,30,9,5.0,258,10.0,4.984285714285714,2.0,18,2.0,3.514987999082352,f,f,1,1,0,0,0,0,0,0,0,0,0,0,158.0
4,1.0,1.0,2.0,1,1125,18,4.89,2927,26.0,4.857142857142857,4.0,18,1.0,5.982658048275067,f,t,1,1,0,0,0,0,0,0,0,0,0,0,152.0
3,1.0,1.0,2.0,1,80,30,4.9,3295,10.0,4.908571428571428,3.0,30,2.0,5.5752871641394,t,f,1,1,0,0,0,0,0,0,0,0,0,0,112.0
3,1.5,1.0,1.0,90,365,0,4.89,2143,0.0,4.892857142857143,3.0,0,,4.626030636458657,f,f,1,1,0,0,0,0,0,0,0,0,0,0,60.0
4,1.0,2.0,2.0,91,365,0,4.89,3814,0.0,4.892857142857143,8.0,0,,6.699460917756617,f,t,1,1,0,0,0,0,0,0,0,0,0,0,175.0
5,3.0,3.0,3.0,1,60,0,4.89,4212,0.0,4.892857142857143,15.0,0,,4.689984353087698,f,f,1,1,0,0,0,0,0,0,0,0,0,0,352.0
7,2.5,4.0,4.0,2,30,22,4.82,206,37.0,4.8,28.0,44,1.0,2.8441424584847677,t,f,1,1,0,0,0,0,0,0,0,0,0,0,325.0
3,1.0,1.0,1.0,2,15,12,4.42,205,15.0,4.595714285714286,3.0,24,2.0,0.9462708310966916,f,f,1,1,0,0,0,0,0,0,0,0,0,0,184.0
9,1.5,5.0,5.0,1,365,0,4.89,2199,0.0,4.892857142857143,45.0,0,,3.6104601489157293,t,t,1,1,0,0,0,0,0,0,0,0,0,0,2800.0
6,2.5,3.0,3.0,90,365,0,4.89,2482,0.0,4.892857142857143,18.0,0,,4.138147745744809,f,f,1,0,0,0,0,0,0,0,0,0,0,0,450.0
7,2.0,3.0,4.0,2,30,42,5.0,4334,9.0,4.977142857142858,21.0,84,2.0,2.9364123498060746,t,f,1,1,0,0,0,0,0,0,0,0,0,0,361.0
4,1.0,2.0,2.0,1,30,1,5.0,2586,30.0,5.0,8.0,1,1.0,6.379957560948475,f,f,1,1,0,0,0,0,0,0,0,0,0,0,177.0
6,1.0,2.0,3.0,1,89,37,4.86,3410,12.0,4.868571428571428,12.0,37,2.0,3.3945305639035754,t,f,1,1,0,0,0,0,0,0,0,0,0,0,194.0
5,2.0,2.0,3.0,180,365,0,4.89,2422,0.0,4.892857142857143,10.0,0,,9.06596458229996,f,f,1,1,0,0,0,0,0,0,0,0,0,0,152.0
2,1.0,1.0,1.0,1,365,0,4.89,4097,0.0,4.892857142857143,2.0,0,,5.307434262422971,f,t,1,1,0,0,0,0,0,0,0,0,0,0,153.0
2,1.0,1.0,1.0,90,365,0,4.89,1161,0.0,4.892857142857143,2.0,0,,2.7843279205444667,f,t,1,1,0,0,0,0,0,0,0,0,0,0,265.0
4,1.0,1.0,2.0,2,26,9,5.0,203,7.0,4.937142857142858,4.0,18,2.0,3.3381546628387655,f,f,1,0,0,0,0,0,0,0,0,0,0,0,126.0
3,1.0,1.0,2.0,2,365,5,4.6,1509,55.0,4.828571428571428,3.0,10,1.0,1.0997434324594804,t,t,1,1,0,0,0,0,0,0,0,0,0,0,317.0
3,1.0,1.0,2.0,2,365,11,5.0,1509,60.0,4.884285714285714,3.0,22,1.0,1.1101503653800153,t,t,1,1,0,0,0,0,0,0,0,0,0,0,349.0
6,1.0,3.0,3.0,3,21,27,4.93,202,7.0,4.952857142857143,18.0,81,2.0,5.971382568707497,t,f,1,1,0,0,0,0,0,0,0,0,0,0,224.0
4,2.0,3.0,3.0,2,90,16,4.88,1169,6.0,4.948571428571428,12.0,32,2.0,7.630667002073211,t,f,1,1,0,0,0,0,0,0,0,0,0,0,321.0
2,1.0,0.0,2.0,1,90,6,4.83,201,21.0,4.832857142857143,0.0,6,2.0,6.238062970192264,f,t,1,1,0,0,0,0,0,0,0,0,0,0,110.0
2,2.0,1.0,1.0,1,28,26,4.42,1069,26.0,4.619999999999999,2.0,26,1.0,2.272852088058654,f,t,1,1,0,0,0,0,0,0,0,0,0,0,80.0
2,1.0,1.0,1.0,90,365,1,5.0,2387,199.0,4.857142857142857,2.0,90,0.0,2.106344931827516,f,t,1,1,0,0,0,0,0,0,0,0,0,0,137.0
1,1.0,1.0,1.0,90,365,0,4.89,229,0.0,4.892857142857143,1.0,0,,6.613800715830671,f,f,0,1,0,0,0,0,0,0,0,0,0,0,500.0
5,1.0,2.0,2.0,1,365,11,5.0,200,7.0,4.961428571428572,10.0,11,2.0,7.72729512339717,t,t,1,1,0,0,0,0,0,0,0,0,0,0,216.0
4,1.0,1.0,2.0,3,90,11,5.0,4077,7.0,4.961428571428572,4.0,33,2.0,4.792567093322678,f,f,1,1,0,0,0,0,0,0,0,0,0,0,147.0
3,1.0,1.0,2.0,2,7,6,5.0,2481,10.0,4.928571428571429,3.0,12,2.0,0.9089189210151138,f,f,1,1,0,0,0,0,0,0,0,0,0,0,306.0
4,2.0,2.0,3.0,90,365,0,4.89,5782,0.0,4.892857142857143,8.0,0,,4.454557076616243,f,f,1,1,0,0,0,0,0,0,0,0,0,0,215.0
7,3.0,3.0,3.0,1,365,16,4.88,75,17.0,4.85,21.0,16,2.0,7.031408274780293,f,t,0,1,0,0,0,0,0,0,0,0,0,0,243.0
2,0.0,0.0,2.0,90,365,0,4.89,1304,0.0,4.892857142857143,0.0,0,,6.403204487171846,f,t,0,0,0,0,0,0,0,0,0,0,0,0,52.0
7,2.0,3.0,3.0,2,365,13,4.85,199,24.0,4.804285714285713,21.0,26,1.0,0.9456933088383073,t,t,1,1,0,0,0,0,0,0,0,0,0,0,331.0
4,2.0,2.0,2.0,90,210,0,4.89,2950,0.0,4.892857142857143,8.0,0,,0.40845769575110286,t,t,1,1,0,0,0,0,0,0,0,0,0,0,438.0
8,2.0,2.0,2.0,90,365,44,4.75,1193,23.0,4.724285714285714,16.0,3960,2.0,0.8501919281293836,f,f,1,0,0,0,0,0,0,0,0,0,0,0,539.0
4,2.0,2.0,2.0,2,365,29,4.97,198,18.0,4.952857142857142,8.0,58,2.0,0.9271651130272434,t,f,1,1,0,0,0,0,0,0,0,0,0,0,345.0
4,2.0,2.0,2.0,91,365,0,4.89,244,0.0,4.892857142857143,8.0,0,,0.6203460317880267,f,t,1,1,0,0,0,0,0,0,0,0,0,0,513.0
1,1.0,1.0,1.0,90,365,1,2.0,432,205.0,3.0,1.0,90,0.0,9.055029892077581,f,f,0,1,0,0,0,0,0,0,0,0,0,0,108.0
2,1.0,1.0,1.0,3,7,0,4.89,1394,0.0,4.892857142857143,2.0,0,,2.7484370738961243,f,f,1,1,0,0,0,0,0,0,0,0,0,0,198.0
2,1.0,1.0,1.0,1,365,12,4.83,200,9.0,4.917142857142857,2.0,12,2.0,3.796262110492433,t,f,1,1,0,0,0,0,0,0,0,0,0,0,105.0
4,1.0,1.0,2.0,1,365,3,4.67,197,28.0,4.952857142857143,4.0,3,1.0,7.63806450898468,f,t,1,0,0,0,0,0,0,0,0,0,0,0,309.0
4,1.0,1.0,2.0,30,730,0,4.89,1210,0.0,4.892857142857143,4.0,0,,0.694106372491347,t,f,1,1,0,0,0,0,0,0,0,0,0,0,500.0
4,1.0,1.0,1.0,2,30,1,5.0,3995,101.0,5.0,4.0,2,1.0,6.694612707309713,t,f,1,1,0,0,0,0,0,0,0,0,0,0,189.0
4,1.0,1.0,2.0,1,365,22,4.95,909,16.0,4.918571428571428,4.0,22,2.0,2.579861049791858,t,t,1,1,0,0,0,0,0,0,0,0,0,0,196.0
3,1.0,1.0,2.0,1,1125,11,5.0,196,9.0,4.987142857142857,3.0,11,2.0,7.461532603020037,t,t,1,0,0,0,0,0,0,0,0,0,0,0,151.0
7,2.0,3.0,4.0,90,365,39,4.77,543,16.0,4.791428571428573,21.0,3510,2.0,2.2020803524421475,t,f,1,1,0,0,0,0,0,0,0,0,0,0,359.0
6,2.5,3.0,3.0,3,30,7,4.86,1362,51.0,4.92,18.0,21,1.0,7.366203474379158,f,f,0,1,0,0,0,0,0,0,0,0,0,0,295.0
8,2.0,2.0,2.0,1,150,14,4.64,195,28.0,4.671428571428572,16.0,14,1.0,1.0947228915089071,f,t,1,1,0,0,0,0,0,0,0,0,0,0,330.0
9,1.5,4.0,5.0,2,365,10,5.0,2849,15.0,4.942857142857143,36.0,20,2.0,5.1201267493611695,t,t,1,1,0,0,0,0,0,0,0,0,0,0,555.0
7,2.0,3.0,3.0,1,365,43,4.67,194,13.0,4.735714285714286,21.0,43,2.0,1.0889512017050103,t,t,1,1,0,0,0,0,0,0,0,0,0,0,273.0
2,1.0,1.0,1.0,1,365,26,4.42,683,9.0,4.577142857142857,2.0,26,2.0,5.682699504261845,f,f,1,1,0,0,0,0,0,0,0,0,0,0,131.0
5,3.0,4.0,4.0,90,365,0,4.89,1450,0.0,4.892857142857143,20.0,0,,6.971039299275,f,f,1,1,0,0,0,0,0,0,0,0,0,0,250.0
7,2.0,3.0,4.0,90,365,31,4.77,301,16.0,4.811428571428571,21.0,2790,2.0,1.0458929102700034,t,f,1,0,0,0,0,0,0,0,0,0,0,0,370.0
4,1.0,2.0,2.0,2,1125,19,4.95,4200,7.0,4.924285714285714,8.0,38,2.0,7.563635335741165,f,f,1,1,0,0,0,0,0,0,0,0,0,0,139.0
4,2.0,2.0,2.0,3,30,3,5.0,1099,8.0,5.0,8.0,9,2.0,0.40121585698788953,f,f,1,1,0,0,0,0,0,0,0,0,0,0,428.0
1,1.0,1.0,1.0,90,365,1,5.0,1570,51.0,5.0,1.0,90,1.0,5.626431171925933,f,f,1,1,0,0,0,0,0,0,0,0,0,0,41.0
4,2.0,2.0,2.0,4,365,33,4.91,2710,7.0,4.944285714285715,8.0,132,2.0,0.6903597278258485,t,t,1,1,0,0,0,0,0,0,0,0,0,0,305.0
5,1.5,2.0,3.0,2,1125,18,4.83,2284,37.0,4.885714285714285,10.0,36,1.0,6.902856091364545,t,f,1,1,0,0,0,0,0,0,0,0,0,0,179.0
4,1.0,1.0,2.0,2,90,16,4.88,3129,13.0,4.938571428571429,4.0,32,2.0,2.0145340007869366,f,f,1,1,0,0,0,0,0,0,0,0,0,0,257.0
10,2.0,4.0,6.0,2,365,29,4.86,2307,22.0,4.852857142857142,40.0,58,2.0,4.978248652718726,,f,1,1,0,0,0,0,0,0,0,0,0,0,373.0
4,1.0,1.0,1.0,90,365,5,5.0,633,174.0,4.942857142857143,4.0,450,0.0,1.0947228915089071,f,f,1,1,0,0,0,0,0,0,0,0,0,0,523.0
3,1.0,1.0,1.0,1,365,36,4.75,423,17.0,4.777142857142858,3.0,36,2.0,0.8063309306809457,f,t,1,1,0,0,0,0,0,0,0,0,0,0,231.0
5,1.0,2.0,2.0,3,28,2,5.0,190,22.0,5.0,10.0,6,2.0,4.093591267560753,f,f,1,1,0,0,0,0,0,0,0,0,0,0,320.0
2,1.0,1.0,1.0,1,365,16,4.38,200,9.0,4.448571428571428,2.0,16,2.0,3.753679144014506,t,f,1,1,0,0,0,0,0,0,0,0,0,0,121.0
2,1.0,1.0,1.0,1,30,7,4.86,200,11.0,4.7542857142857144,2.0,7,2.0,3.9853779344051916,t,f,1,1,0,0,0,0,0,0,0,0,0,0,125.0
7,2.0,3.0,4.0,1,1125,29,4.97,190,5.0,4.927142857142856,21.0,29,2.0,0.9347293414447523,t,t,1,0,0,0,0,0,0,0,0,0,0,0,365.0
2,1.0,1.0,1.0,90,365,6,5.0,300,94.0,4.951428571428571,2.0,540,1.0,0.5060736311775762,f,f,1,1,0,0,0,0,0,0,0,0,0,0,100.0
4,2.0,2.0,2.0,2,365,25,4.96,190,7.0,4.965714285714285,8.0,50,2.0,0.17809275336755992,t,f,0,1,0,0,0,0,0,0,0,0,0,0,408.0
2,1.0,1.0,1.0,90,180,0,4.89,1161,0.0,4.892857142857143,2.0,0,,2.5305462851679725,f,t,1,1,0,0,0,0,0,0,0,0,0,0,93.0
4,1.0,2.0,2.0,1,365,6,4.33,1951,15.0,4.618571428571428,8.0,6,2.0,7.495725600254595,t,t,1,1,0,0,0,0,0,0,0,0,0,0,135.0
4,2.5,2.0,2.0,90,365,0,4.89,682,0.0,4.892857142857143,8.0,0,,0.5312738838423334,f,f,0,1,0,0,0,0,0,0,0,0,0,0,1800.0
4,1.0,2.0,2.0,90,365,0,4.89,5782,0.0,4.892857142857143,8.0,0,,0.6202862273706364,f,t,1,1,0,0,0,0,0,0,0,0,0,0,266.0
4,2.0,2.0,2.0,120,365,0,4.89,2045,0.0,4.892857142857143,8.0,0,,1.046618424329895,t,t,1,1,0,0,0,0,0,0,0,0,0,0,390.0
10,4.0,5.0,5.0,90,365,8,3.88,188,44.0,4.038571428571428,50.0,720,1.0,8.878564867796134,f,t,1,1,0,0,0,0,0,0,0,0,0,0,411.0
4,1.0,2.0,2.0,1,80,10,4.9,188,9.0,4.8,8.0,10,2.0,1.0563529176994377,f,t,1,1,0,0,0,0,0,0,0,0,0,0,194.0
2,2.0,1.0,1.0,90,365,0,4.89,4478,0.0,4.892857142857143,2.0,0,,0.8169051122168396,f,f,1,1,0,0,0,0,0,0,0,0,0,0,1027.0
7,2.0,2.0,3.0,2,180,15,5.0,187,50.0,4.942857142857143,14.0,30,1.0,1.0066212789040316,t,t,1,1,0,0,0,0,0,0,0,0,0,0,435.0
2,1.0,1.0,1.0,2,120,17,4.65,3979,10.0,4.722857142857143,2.0,34,2.0,6.493252765055305,f,f,1,1,0,0,0,0,0,0,0,0,0,0,113.0
7,2.0,3.0,3.0,3,365,2,5.0,186,142.0,5.0,21.0,6,0.0,0.9141791923197673,f,t,0,1,0,0,0,0,0,0,0,0,0,0,669.0
2,1.0,0.0,1.0,1,45,15,5.0,3370,21.0,4.904285714285714,0.0,15,2.0,5.947252437650021,t,f,1,1,0,0,0,0,0,0,0,0,0,0,71.0
4,2.0,2.0,2.0,90,365,0,4.89,5782,0.0,4.892857142857143,8.0,0,,10.72670144692408,f,t,1,1,0,0,0,0,0,0,0,0,0,0,175.0
9,2.5,3.0,5.0,1,90,27,4.85,186,8.0,4.8185714285714285,27.0,27,2.0,6.996206098408116,t,t,1,1,0,0,0,0,0,0,0,0,0,0,668.0
2,1.0,2.0,2.0,90,120,0,4.89,2278,0.0,4.892857142857143,4.0,0,,4.916420442827478,f,f,1,1,0,0,0,0,0,0,0,0,0,0,95.0
2,1.0,1.0,1.0,1,365,3,5.0,205,92.0,4.857142857142857,2.0,3,1.0,6.562306899656528,f,f,0,1,0,0,0,0,0,0,0,0,0,0,120.0
9,2.0,4.0,5.0,1,365,51,4.86,2120,10.0,4.831428571428572,36.0,51,2.0,1.1210555167204033,t,f,1,1,0,0,0,0,0,0,0,0,0,0,718.0
2,1.0,1.0,1.0,1,90,0,4.89,184,0.0,4.892857142857143,2.0,0,,0.9361095987537533,f,f,0,1,0,0,0,0,0,0,0,0,0,0,400.0
2,1.0,1.0,1.0,90,365,0,4.89,309,0.0,4.892857142857143,2.0,0,,7.518810124796007,f,f,0,1,0,0,0,0,0,0,0,0,0,0,49.0
2,1.0,1.0,1.0,90,365,0,4.89,309,0.0,4.892857142857143,2.0,0,,7.518810124796007,f,f,0,1,0,0,0,0,0,0,0,0,0,0,94.0
3,1.0,1.0,2.0,1,90,0,4.89,184,0.0,4.892857142857143,3.0,0,,1.031494090774708,f,f,0,1,0,0,0,0,0,0,0,0,0,0,400.0
3,1.0,1.0,2.0,2,90,21,4.81,3018,6.0,4.877142857142857,3.0,42,2.0,7.627227330364048,f,f,1,1,0,0,0,0,0,0,0,0,0,0,124.0
5,1.0,1.0,3.0,4,365,23,4.57,183,44.0,4.617142857142857,5.0,92,1.0,0.9573320831215487,f,f,1,1,0,0,0,0,0,0,0,0,0,0,256.0
2,1.0,1.0,1.0,90,150,6,5.0,3963,26.0,4.881428571428572,2.0,540,1.0,1.5016937865855156,f,t,1,1,0,0,0,0,0,0,0,0,0,0,141.0
4,1.0,2.0,3.0,3,28,14,5.0,2316,17.0,4.99,8.0,42,2.0,6.435426842972303,f,f,1,1,0,0,0,0,0,0,0,0,0,0,113.0
3,1.0,1.0,1.0,100,365,1,5.0,2471,36.0,4.714285714285714,3.0,100,1.0,0.31484546265813085,,t,1,0,0,0,0,0,0,0,0,0,0,0,623.0
4,1.0,1.0,1.0,1,365,0,4.89,3100,0.0,4.892857142857143,4.0,0,,1.1222314875320587,f,t,1,1,0,0,0,0,0,0,0,0,0,0,219.0
4,1.0,1.0,2.0,90,180,11,4.55,552,44.0,4.677142857142857,4.0,990,1.0,0.3919782787313048,t,f,1,1,0,0,0,0,0,0,0,0,0,0,368.0
6,1.0,3.0,3.0,1,365,1,5.0,181,52.0,5.0,18.0,1,1.0,7.148907363781099,f,f,1,1,0,0,0,0,0,0,0,0,0,0,406.0
2,1.0,1.0,1.0,90,365,0,4.89,3338,0.0,4.892857142857143,2.0,0,,0.2507122917690244,f,f,1,1,0,0,0,0,0,0,0,0,0,0,263.0
6,1.0,2.0,4.0,1,1125,20,4.8,180,19.0,4.8999999999999995,12.0,20,2.0,6.3180773881090495,t,t,1,1,0,0,0,0,0,0,0,0,0,0,178.0
6,1.0,2.0,3.0,2,90,14,4.43,179,18.0,4.491428571428571,12.0,28,2.0,5.4026664211338895,f,t,1,1,0,0,0,0,0,0,0,0,0,0,132.0
3,1.0,2.0,2.0,7,365,16,4.94,872,8.0,4.911428571428572,6.0,112,2.0,1.9766858485765908,t,f,1,1,0,0,0,0,0,0,0,0,0,0,263.0
2,1.0,1.0,1.0,1,365,2,4.0,913,118.0,3.9285714285714284,2.0,2,0.0,4.1372348320989865,f,f,0,1,0,0,0,0,0,0,0,0,0,0,75.0
2,1.0,1.0,1.0,1,365,1,4.0,913,34.0,4.714285714285714,2.0,1,1.0,3.8675400415057672,f,t,0,1,0,0,0,0,0,0,0,0,0,0,94.0
12,2.0,3.0,4.0,1,365,24,4.88,1285,9.0,4.864285714285715,36.0,24,2.0,7.368834513924862,t,f,1,1,0,0,0,0,0,0,0,0,0,0,388.0
6,2.5,3.0,5.0,3,29,10,4.9,4009,13.0,4.928571428571429,18.0,30,2.0,3.927546496016446,f,f,1,1,0,0,0,0,0,0,0,0,0,0,485.0
2,1.0,1.0,1.0,1,365,2,4.0,913,50.0,3.5714285714285716,2.0,2,1.0,3.9880094357138005,f,f,0,1,0,0,0,0,0,0,0,0,0,0,60.0
2,1.0,1.0,1.0,2,365,12,5.0,4248,9.0,4.964285714285714,2.0,24,2.0,2.5267574118869836,t,f,1,1,0,0,0,0,0,0,0,0,0,0,200.0
2,1.0,1.0,1.0,1,365,8,3.88,1788,23.0,4.145714285714286,2.0,8,2.0,3.742523892249291,f,f,1,1,0,0,0,0,0,0,0,0,0,0,94.0
4,1.0,1.0,6.0,1,28,20,4.85,672,19.0,4.814285714285714,4.0,20,2.0,0.7671325171327061,t,f,1,1,0,0,0,0,0,0,0,0,0,0,280.0
5,2.0,2.0,2.0,1,90,2,5.0,3169,149.0,4.928571428571429,10.0,2,0.0,0.9195824427409857,f,f,1,1,0,0,0,0,0,0,0,0,0,0,486.0
2,1.0,1.0,2.0,90,365,1,5.0,2530,80.0,5.0,2.0,90,1.0,6.420496146932956,f,t,1,1,0,0,0,0,0,0,0,0,0,0,52.0
2,1.0,1.0,1.0,1,90,2,5.0,3169,30.0,4.857142857142857,2.0,2,1.0,0.9292239537715896,f,f,1,1,0,0,0,0,0,0,0,0,0,0,400.0
2,1.0,1.0,1.0,90,365,2,5.0,1193,130.0,4.928571428571429,2.0,180,0.0,5.6250538563457235,f,t,1,0,0,0,0,0,0,0,0,0,0,0,75.0
8,1.0,3.0,3.0,1,365,3,4.67,175,45.0,4.8100000000000005,24.0,3,1.0,2.306436725201147,f,t,1,1,0,0,0,0,0,0,0,0,0,0,438.0
4,2.0,2.0,2.0,90,180,0,4.89,3618,0.0,4.892857142857143,8.0,0,,0.39696448128251893,f,f,1,1,0,0,0,0,0,0,0,0,0,0,249.0
2,1.0,1.0,1.0,90,365,6,4.83,633,95.0,4.857142857142857,2.0,540,1.0,4.544450576366341,f,f,1,1,0,0,0,0,0,0,0,0,0,0,54.0
4,1.5,2.0,2.0,1,365,12,4.67,4394,31.0,4.678571428571429,8.0,12,1.0,6.31157949910032,f,t,1,1,0,0,0,0,0,0,0,0,0,0,203.0
2,1.0,1.0,1.0,90,730,0,4.89,2888,0.0,4.892857142857143,2.0,0,,3.205649847608186,t,f,1,1,0,0,0,0,0,0,0,0,0,0,275.0
6,2.5,3.0,3.0,90,365,0,4.89,2387,0.0,4.892857142857143,18.0,0,,5.579102146420757,f,t,1,1,0,0,0,0,0,0,0,0,0,0,425.0
6,1.5,3.0,3.0,1,30,13,4.62,1823,23.0,4.75,18.0,13,2.0,7.3088510360366925,f,t,1,1,0,0,0,0,0,0,0,0,0,0,156.0
3,1.0,2.0,2.0,2,365,2,4.5,181,12.0,4.285714285714286,6.0,4,2.0,4.084770740310244,f,f,1,1,0,0,0,0,0,0,0,0,0,0,193.0
3,1.0,1.0,2.0,90,365,0,4.89,1024,0.0,4.892857142857143,3.0,0,,0.8383555159494755,f,f,1,1,0,0,0,0,0,0,0,0,0,0,293.0
8,2.5,3.0,3.0,2,365,3,5.0,172,19.0,4.905714285714287,24.0,6,2.0,1.1431294595869448,f,t,1,1,0,0,0,0,0,0,0,0,0,0,1195.0
6,2.0,3.0,3.0,100,365,5,5.0,1354,24.0,4.914285714285714,18.0,500,1.0,5.332660130944295,,f,1,1,0,0,0,0,0,0,0,0,0,0,344.0
3,1.0,1.0,1.0,1,90,9,5.0,3791,6.0,4.921428571428572,3.0,9,2.0,3.0290967044408013,f,f,1,1,0,0,0,0,0,0,0,0,0,0,236.0
4,1.0,1.0,2.0,90,364,1,5.0,3153,58.0,5.0,4.0,90,1.0,6.924186143957551,f,f,1,1,0,0,0,0,0,0,0,0,0,0,95.0
1,0.5,1.0,1.0,1,365,1,1.0,1420,23.0,1.0,1.0,1,2.0,7.945495087395689,f,t,1,1,0,0,0,0,0,0,0,0,0,0,54.0
1,1.0,1.0,1.0,2,7,5,5.0,2481,37.0,5.0,1.0,10,1.0,0.9035250530111695,f,f,1,1,0,0,0,0,0,0,0,0,0,0,271.0
5,2.0,2.0,3.0,2,365,15,4.93,220,12.0,4.885714285714286,10.0,30,2.0,6.95027964163501,f,f,1,1,0,0,0,0,0,0,0,0,0,0,232.0
8,2.0,4.0,5.0,90,600,0,4.89,1068,0.0,4.892857142857143,32.0,0,,7.861264881700997,t,f,1,1,0,0,0,0,0,0,0,0,0,0,295.0
2,1.0,1.0,1.0,90,365,0,4.89,3189,0.0,4.892857142857143,2.0,0,,0.7041732728116195,t,f,1,1,0,0,0,0,0,0,0,0,0,0,140.0
4,1.0,1.0,2.0,1,25,22,4.95,3367,5.0,4.938571428571429,4.0,22,2.0,4.837309222972027,t,f,1,1,0,0,0,0,0,0,0,0,0,0,136.0
4,1.0,2.0,2.0,2,365,10,4.9,4308,6.0,4.9,8.0,20,2.0,5.1501303621491825,t,t,1,1,0,0,0,0,0,0,0,0,0,0,121.0
2,1.0,1.0,1.0,1,1125,16,4.88,200,15.0,4.75,2.0,16,2.0,3.7776224633931976,t,f,1,1,0,0,0,0,0,0,0,0,0,0,101.0
3,1.0,1.0,1.0,90,365,1,5.0,2143,98.0,4.714285714285714,3.0,90,1.0,4.544450576366341,f,f,1,1,0,0,0,0,0,0,0,0,0,0,90.0
2,1.0,1.0,1.0,90,365,1,5.0,2387,137.0,5.0,2.0,90,0.0,0.28231020760534614,f,t,1,1,0,0,0,0,0,0,0,0,0,0,215.0
4,1.0,1.0,2.0,1,365,23,4.87,2859,6.0,4.808571428571429,4.0,23,2.0,0.5474466978339623,t,f,1,1,0,0,0,0,0,0,0,0,0,0,243.0
2,1.0,1.0,2.0,90,365,8,4.25,2530,27.0,4.501428571428571,2.0,720,1.0,6.41269040343166,f,t,1,1,0,0,0,0,0,0,0,0,0,0,66.0
12,5.0,5.0,6.0,2,365,13,4.38,164,22.0,4.591428571428572,60.0,26,2.0,6.065378202948448,f,t,1,1,0,0,0,0,0,0,0,0,0,0,199.0
