accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,host_age_days,days_since_last_review,avg_review_score,accommodates_bedrooms,min_nights_reviews,season,distance_to_center_km,host_is_superhost,instant_bookable,host_has_profile_pic_binary,host_identity_verified_binary,Has_Wifi,Has_Kitchen,Has_Heating,Has_TV,Has_Essentials,Has_Hair_Dryer,Has_Iron,Has_Free_Parking,Has_Hangers,Has_Laptop_Friendly_Workspace,price
1,1.0,1.0,1.0,91,300,78,4.73,3349,450.0,4.8028571428571425,1.0,7098,1.0,1.0180446099890532,t,f,1,1,0,0,0,0,0,0,0,0,0,0,85.0
6,2.0,3.0,3.0,4,40,94,4.97,2693,295.0,4.925714285714286,18.0,376,3.0,2.371962838636232,f,f,1,1,0,0,0,0,0,0,0,0,0,0,949.0
3,1.0,1.0,1.0,90,300,24,4.71,2890,92.0,4.75,3.0,2160,1.0,2.552917192326685,f,f,1,1,0,0,0,0,0,0,0,0,0,0,110.0
4,1.0,0.0,2.0,30,1125,7,5.0,4758,61.0,4.837142857142857,0.0,210,1.0,0.5722401193380456,t,f,1,1,0,0,0,0,0,0,0,0,0,0,219.0
4,2.0,2.0,2.0,90,1124,9,5.0,3533,1911.0,4.984285714285714,8.0,810,1.0,0.5982502549578461,t,f,1,1,0,0,0,0,0,0,0,0,0,0,276.0
2,1.0,1.0,1.0,2,20,10,5.0,4479,10.0,4.971428571428571,2.0,20,2.0,3.5827158433654422,f,f,1,1,0,0,0,0,0,0,0,0,0,0,219.0
5,1.0,1.0,3.0,1,90,425,4.67,3309,5.0,4.724285714285714,5.0,425,2.0,0.38639102659522884,f,f,1,1,0,0,0,0,0,0,0,0,0,0,328.0
1,1.0,1.0,1.0,90,1125,29,5.0,2974,196.0,4.9157142857142855,1.0,2610,0.0,4.917192087348528,t,f,1,1,0,0,0,0,0,0,0,0,0,0,54.0
3,1.0,1.0,1.0,90,300,22,4.68,2890,186.0,4.8028571428571425,3.0,1980,0.0,2.594386483091683,f,f,1,1,0,0,0,0,0,0,0,0,0,0,120.0
4,2.0,2.0,2.0,90,300,20,4.6,2890,70.0,4.678571428571429,8.0,1800,1.0,2.3984665102717346,f,f,1,1,0,0,0,0,0,0,0,0,0,0,183.0
4,1.0,2.0,2.0,2,30,103,4.92,3004,8.0,4.9399999999999995,8.0,206,2.0,4.866327078277798,f,f,1,1,0,0,0,0,0,0,0,0,0,0,292.0
3,1.0,1.0,2.0,1,90,449,4.97,3382,13.0,4.957142857142857,3.0,449,2.0,5.229789908946801,t,f,1,1,0,0,0,0,0,0,0,0,0,0,215.0
4,1.5,2.0,2.0,3,30,144,4.84,4990,44.0,4.8100000000000005,8.0,432,1.0,2.9411130129348515,t,f,1,1,0,0,0,0,0,0,0,0,0,0,199.0
3,1.0,2.0,2.0,6,42,67,4.99,4130,10.0,4.972857142857143,6.0,402,2.0,3.8641177919336847,t,f,1,1,0,0,0,0,0,0,0,0,0,0,177.0
6,1.5,2.0,3.0,2,14,73,4.92,4390,6.0,4.912857142857143,12.0,146,2.0,0.9240340087347307,t,f,1,1,0,0,0,0,0,0,0,0,0,0,301.0
1,1.0,1.0,1.0,91,300,63,4.73,3349,359.0,4.815714285714286,1.0,5733,2.0,1.0562989083945387,t,f,1,1,0,0,0,0,0,0,0,0,0,0,70.0
4,1.5,2.0,2.0,180,365,116,4.99,3969,287.0,4.97,8.0,20880,3.0,0.6316571826775027,t,f,1,1,0,0,0,0,0,0,0,0,0,0,368.0
6,2.0,4.0,4.0,7,60,19,4.79,4777,307.0,4.855714285714286,24.0,133,2.0,4.129809687032748,f,f,1,1,0,0,0,0,0,0,0,0,0,0,475.0
4,1.0,1.0,2.0,90,1125,11,4.73,4758,297.0,4.805714285714286,4.0,990,2.0,1.0831033566406763,t,f,1,1,0,0,0,0,0,0,0,0,0,0,178.0
4,1.0,1.0,2.0,90,1125,6,5.0,4758,665.0,4.904285714285714,4.0,540,2.0,1.0831033566406763,t,f,1,1,0,0,0,0,0,0,0,0,0,0,178.0
4,1.0,1.0,2.0,90,1125,4,5.0,4758,715.0,4.964285714285714,4.0,360,2.0,0.9737546496725323,t,f,1,1,0,0,0,0,0,0,0,0,0,0,165.0
4,1.0,1.0,2.0,90,1125,3,5.0,4758,694.0,4.952857142857143,4.0,270,2.0,1.0831033566406763,t,f,1,1,0,0,0,0,0,0,0,0,0,0,271.0
4,1.0,1.0,2.0,90,1125,2,5.0,4758,1027.0,5.0,4.0,180,3.0,1.0831033566406763,t,f,1,1,0,0,0,0,0,0,0,0,0,0,275.0
6,2.0,2.0,3.0,90,1125,1,5.0,4758,1374.0,5.0,12.0,90,3.0,1.0831033566406763,t,f,1,1,0,0,0,0,0,0,0,0,0,0,361.0
2,2.0,1.0,1.0,91,730,121,4.78,3189,66.0,4.822857142857144,2.0,11011,1.0,1.2155911778013786,t,f,1,1,0,0,0,0,0,0,0,0,0,0,127.0
2,1.0,1.0,1.0,90,180,0,4.89,3708,0.0,4.892857142857143,2.0,0,,0.3915144048267869,f,f,1,0,0,0,0,0,0,0,0,0,0,0,318.0
3,1.0,2.0,2.0,3,1125,79,4.75,2656,22.0,4.811428571428572,6.0,237,2.0,6.227705065883384,t,f,1,1,0,0,0,0,0,0,0,0,0,0,270.0
1,1.0,1.0,1.0,91,730,58,4.71,3349,23.0,4.801428571428572,1.0,5278,2.0,0.9518445068980925,t,f,1,1,0,0,0,0,0,0,0,0,0,0,72.0
5,2.0,3.0,3.0,90,1125,11,5.0,4574,1531.0,4.961428571428572,15.0,990,1.0,2.131954985205367,,f,1,1,0,0,0,0,0,0,0,0,0,0,150.0
5,2.5,3.0,3.0,2,21,12,5.0,2921,197.0,4.952857142857143,15.0,24,0.0,5.0748128475278005,f,t,1,1,0,0,0,0,0,0,0,0,0,0,333.0
6,1.5,3.0,3.0,5,90,98,4.82,2762,17.0,4.851428571428571,18.0,490,2.0,4.787211617822447,t,f,1,1,0,0,0,0,0,0,0,0,0,0,496.0
4,1.0,1.0,1.0,90,700,46,4.8,3251,58.0,4.797142857142857,4.0,4140,1.0,1.7985254919651372,f,f,1,1,0,0,0,0,0,0,0,0,0,0,150.0
2,1.0,1.0,1.0,90,700,82,4.56,3251,235.0,4.622857142857143,2.0,7380,3.0,1.6380988930138183,f,f,1,1,0,0,0,0,0,0,0,0,0,0,105.0
2,1.0,2.0,1.0,90,1125,4,4.5,4642,2128.0,4.714285714285714,4.0,360,2.0,3.3490593130854123,f,f,1,1,0,0,0,0,0,0,0,0,0,0,134.0
4,1.5,2.0,2.0,90,300,16,4.69,2890,45.0,4.6085714285714285,8.0,1440,1.0,2.4032799170458823,f,f,1,1,0,0,0,0,0,0,0,0,0,0,204.0
3,1.0,1.0,1.0,90,300,11,4.45,2890,216.0,4.388571428571429,3.0,990,3.0,2.381490961091818,f,f,1,1,0,0,0,0,0,0,0,0,0,0,100.0
2,2.0,1.0,1.0,90,180,21,4.81,3100,267.0,4.735714285714286,2.0,1890,3.0,2.7470564702856453,t,t,1,1,0,0,0,0,0,0,0,0,0,0,83.0
4,2.0,2.0,2.0,90,150,12,4.83,3138,927.0,4.735714285714286,8.0,1080,0.0,0.5874116880595518,,f,1,1,0,0,0,0,0,0,0,0,0,0,141.0
4,2.0,2.0,2.0,90,365,27,4.89,2853,431.0,4.894285714285714,8.0,2430,1.0,0.6587994578239352,t,f,1,1,0,0,0,0,0,0,0,0,0,0,231.0
2,1.0,1.0,1.0,90,730,9,4.67,3189,465.0,4.667142857142857,2.0,810,1.0,0.31685393703415715,t,f,1,1,0,0,0,0,0,0,0,0,0,0,139.0
4,1.0,1.0,2.0,1,365,12,4.75,2620,199.0,4.702857142857143,4.0,12,0.0,5.771911409482761,f,t,1,0,0,0,0,0,0,0,0,0,0,0,202.0
2,1.0,1.0,2.0,3,10,214,4.94,3395,9.0,4.952857142857143,2.0,642,2.0,4.545449197539253,t,f,1,1,0,0,0,0,0,0,0,0,0,0,150.0
4,2.0,2.0,3.0,2,30,17,4.76,2616,177.0,4.757142857142858,8.0,34,0.0,2.9846504189758782,f,f,1,0,0,0,0,0,0,0,0,0,0,0,250.0
4,1.0,2.0,2.0,2,1125,138,4.75,3407,23.0,4.8185714285714285,8.0,276,2.0,8.436895541091529,t,t,1,1,0,0,0,0,0,0,0,0,0,0,153.0
3,1.0,2.0,2.0,3,150,126,4.87,2620,10.0,4.839999999999999,6.0,378,2.0,0.467778434325671,t,f,1,1,0,0,0,0,0,0,0,0,0,0,293.0
4,1.0,1.0,3.0,2,150,63,4.83,4427,24.0,4.801428571428572,4.0,126,1.0,1.068220854435792,f,f,1,1,0,0,0,0,0,0,0,0,0,0,257.0
2,1.0,0.0,1.0,5,7,71,4.68,3745,30.0,4.75,0.0,355,1.0,6.533094785257024,f,f,1,1,0,0,0,0,0,0,0,0,0,0,117.0
2,1.0,1.0,2.0,1,1125,219,4.7,3746,12.0,4.814285714285715,2.0,219,2.0,7.799128492433961,t,f,1,1,0,0,0,0,0,0,0,0,0,0,131.0
2,1.0,0.0,1.0,30,120,45,4.82,4751,302.0,4.84857142857143,0.0,1350,2.0,0.9331121196274083,t,f,1,1,0,0,0,0,0,0,0,0,0,0,105.0
3,1.0,1.0,2.0,1,1125,80,4.88,3306,25.0,4.865714285714286,3.0,80,1.0,8.357229569847988,t,f,1,1,0,0,0,0,0,0,0,0,0,0,165.0
3,1.0,1.0,2.0,3,80,45,5.0,3701,21.0,4.965714285714286,3.0,135,2.0,0.9871396181450359,t,f,1,1,0,0,0,0,0,0,0,0,0,0,379.0
4,1.0,2.0,3.0,90,1125,25,4.88,3660,2081.0,4.868571428571428,8.0,2250,3.0,3.508054016590754,f,f,1,1,0,0,0,0,0,0,0,0,0,0,99.0
6,1.5,2.0,3.0,2,1125,64,4.69,2597,28.0,4.735714285714287,12.0,128,1.0,5.47254922659159,t,f,1,1,0,0,0,0,0,0,0,0,0,0,252.0
2,1.0,1.0,1.0,3,31,241,4.95,2623,8.0,4.9314285714285715,2.0,723,2.0,4.270978956095161,t,f,1,1,0,0,0,0,0,0,0,0,0,0,175.0
6,1.0,3.0,3.0,2,89,0,4.89,2592,0.0,4.892857142857143,18.0,0,,7.4912022080435685,f,f,1,1,0,0,0,0,0,0,0,0,0,0,249.0
4,1.5,2.0,2.0,90,300,14,4.29,2890,144.0,4.42,8.0,1260,0.0,2.346236120377519,f,f,1,1,0,0,0,0,0,0,0,0,0,0,130.0
5,2.0,2.0,3.0,2,28,150,4.91,2593,76.0,4.872857142857144,10.0,300,1.0,1.0632101468761592,t,f,1,1,0,0,0,0,0,0,0,0,0,0,495.0
2,1.0,1.0,1.0,90,1125,19,5.0,3105,649.0,4.925714285714285,2.0,1710,3.0,0.36257075474801564,t,f,1,1,0,0,0,0,0,0,0,0,0,0,150.0
12,3.5,5.0,8.0,2,1125,202,4.97,2615,23.0,4.9399999999999995,60.0,404,2.0,5.01212400596961,,t,1,1,0,0,0,0,0,0,0,0,0,0,1323.0
3,1.0,1.0,1.0,90,300,16,4.44,2890,204.0,4.5371428571428565,3.0,1440,0.0,2.3493635044038843,f,f,1,1,0,0,0,0,0,0,0,0,0,0,158.0
2,1.0,0.0,1.0,4,200,25,5.0,2584,46.0,4.897142857142856,0.0,100,1.0,6.8759840973934185,t,t,1,1,0,0,0,0,0,0,0,0,0,0,99.0
2,1.0,0.0,1.0,1,28,476,4.68,2744,21.0,4.764285714285714,0.0,476,2.0,6.254112611096001,f,t,1,1,0,0,0,0,0,0,0,0,0,0,77.0
2,1.0,1.0,1.0,2,7,519,4.96,3647,9.0,4.941428571428572,2.0,1038,2.0,4.588437827774266,t,f,1,1,0,0,0,0,0,0,0,0,0,0,187.0
5,1.5,3.0,3.0,3,365,30,4.97,4255,197.0,4.932857142857143,15.0,90,0.0,3.396873839456437,t,t,1,1,0,0,0,0,0,0,0,0,0,0,416.0
2,1.0,1.0,1.0,90,365,4,5.0,2609,122.0,4.964285714285714,2.0,360,0.0,4.748175117443952,f,f,1,1,0,0,0,0,0,0,0,0,0,0,99.0
4,1.0,1.0,2.0,3,21,284,4.92,3416,8.0,4.922857142857142,4.0,852,2.0,3.7092713958815464,t,f,1,1,0,0,0,0,0,0,0,0,0,0,204.0
2,1.0,1.0,1.0,2,1125,200,4.6,2688,179.0,4.728571428571428,2.0,400,0.0,8.46496042310828,f,f,1,1,0,0,0,0,0,0,0,0,0,0,90.0
3,1.0,1.0,1.0,90,300,20,4.6,2890,214.0,4.664285714285714,3.0,1800,3.0,2.5604429639233945,f,f,1,1,0,0,0,0,0,0,0,0,0,0,90.0
2,1.0,1.0,2.0,1,8,418,4.82,2577,4.0,4.827142857142857,2.0,418,2.0,0.4340871236729171,t,f,1,1,0,0,0,0,0,0,0,0,0,0,282.0
2,1.0,1.0,1.0,3,1125,461,4.84,2575,8.0,4.89,2.0,1383,2.0,6.279580075439065,t,f,1,1,0,0,0,0,0,0,0,0,0,0,90.0
3,1.0,1.0,1.0,90,300,20,4.55,2890,307.0,4.571428571428572,3.0,1800,2.0,2.5765612824278596,f,f,1,1,0,0,0,0,0,0,0,0,0,0,164.0
4,2.0,2.0,2.0,90,1125,6,4.83,2573,84.0,4.927142857142857,8.0,540,1.0,0.8162616286678168,f,f,1,1,0,0,0,0,0,0,0,0,0,0,180.0
7,3.0,4.0,4.0,14,28,63,4.95,2858,36.0,4.977142857142857,28.0,882,1.0,3.6148430034745735,f,f,1,1,0,0,0,0,0,0,0,0,0,0,500.0
2,1.0,1.0,2.0,90,730,213,4.9,2954,55.0,4.894285714285715,2.0,19170,1.0,0.6474805871834023,t,f,1,1,0,0,0,0,0,0,0,0,0,0,207.0
2,1.0,1.0,1.0,90,90,116,4.5,3157,23.0,4.622857142857143,2.0,10440,2.0,1.2331130072628054,f,f,1,1,0,0,0,0,0,0,0,0,0,0,148.0
2,1.0,1.0,1.0,1,30,435,4.83,3825,13.0,4.854285714285714,2.0,435,2.0,0.3860359046094362,t,t,1,1,0,0,0,0,0,0,0,0,0,0,223.0
2,1.0,1.0,1.0,3,1125,460,4.83,2575,15.0,4.878571428571429,2.0,1380,2.0,6.279580075439065,t,f,1,1,0,0,0,0,0,0,0,0,0,0,85.0
2,1.0,1.0,1.0,4,220,28,5.0,2584,23.0,4.887142857142857,2.0,112,2.0,6.8358499784880715,t,t,1,1,0,0,0,0,0,0,0,0,0,0,102.0
2,1.0,1.0,1.0,4,200,42,4.95,2584,38.0,4.894285714285715,2.0,168,1.0,6.965063971113093,t,t,1,1,0,0,0,0,0,0,0,0,0,0,105.0
3,1.0,1.0,1.0,2,12,379,4.87,3954,15.0,4.88,3.0,758,2.0,5.074479860258218,t,f,1,1,0,0,0,0,0,0,0,0,0,0,86.0
2,1.0,1.0,1.0,3,30,138,4.75,2810,27.0,4.798571428571429,2.0,414,1.0,7.811867751799197,f,t,1,1,0,0,0,0,0,0,0,0,0,0,91.0
2,1.0,1.0,1.0,90,365,89,4.62,3959,143.0,4.637142857142857,2.0,8010,0.0,6.224949989072141,f,f,1,1,0,0,0,0,0,0,0,0,0,0,55.0
2,1.0,1.0,1.0,3,21,39,5.0,3344,48.0,4.974285714285714,2.0,117,1.0,4.436173743954295,t,f,1,1,0,0,0,0,0,0,0,0,0,0,307.0
3,1.0,1.0,1.0,90,180,15,4.6,2890,38.0,4.647142857142858,3.0,1350,1.0,2.5663993400482514,f,f,1,1,0,0,0,0,0,0,0,0,0,0,110.0
4,1.5,2.0,2.0,90,300,14,4.64,2890,275.0,4.671428571428572,8.0,1260,3.0,2.3695386488691876,f,f,1,1,0,0,0,0,0,0,0,0,0,0,120.0
2,1.0,1.0,1.0,90,365,16,4.94,3910,86.0,4.86,2.0,1440,1.0,0.205168037576167,t,t,1,1,0,0,0,0,0,0,0,0,0,0,108.0
2,1.0,1.0,1.0,1,650,129,4.97,3172,6.0,4.954285714285715,2.0,129,2.0,1.0068482379144772,t,f,1,1,0,0,0,0,0,0,0,0,0,0,289.0
2,1.0,1.0,1.0,90,1125,123,4.76,2981,236.0,4.767142857142857,2.0,11070,3.0,0.35640296320706544,f,f,1,1,0,0,0,0,0,0,0,0,0,0,35.0
12,4.0,6.0,6.0,3,63,198,4.61,3308,21.0,4.711428571428571,72.0,594,2.0,8.586717326610984,f,f,1,1,0,0,0,0,0,0,0,0,0,0,413.0
6,2.0,3.0,3.0,2,180,229,4.71,2880,20.0,4.748571428571429,18.0,458,2.0,1.01040528148529,t,t,1,1,0,0,0,0,0,0,0,0,0,0,618.0
6,1.0,1.0,3.0,3,180,70,4.94,5183,29.0,4.912857142857143,6.0,210,1.0,5.488695212291229,t,f,1,1,0,0,0,0,0,0,0,0,0,0,202.0
4,2.0,2.0,2.0,2,8,11,4.91,2735,306.0,4.884285714285714,8.0,22,2.0,0.6477173509746886,f,f,1,1,0,0,0,0,0,0,0,0,0,0,400.0
3,1.0,1.0,1.0,90,180,13,4.54,2890,154.0,4.55,3.0,1170,0.0,2.576985060420319,f,f,1,1,0,0,0,0,0,0,0,0,0,0,118.0
2,1.0,1.0,1.0,2,365,50,4.62,3170,190.0,4.7542857142857144,2.0,100,0.0,5.083294853838131,f,t,1,1,0,0,0,0,0,0,0,0,0,0,153.0
3,1.0,0.0,2.0,2,90,19,5.0,4048,4.0,4.977142857142857,0.0,38,2.0,6.297854657984185,f,f,1,1,0,0,0,0,0,0,0,0,0,0,113.0
4,1.0,2.0,3.0,1,1125,127,4.89,2535,8.0,4.915714285714286,8.0,127,2.0,8.178149120888675,t,f,1,1,0,0,0,0,0,0,0,0,0,0,221.0
1,1.0,1.0,1.0,91,180,18,4.39,2591,288.0,4.634285714285714,1.0,1638,3.0,6.142134795924596,t,t,1,1,0,0,0,0,0,0,0,0,0,0,57.0
3,1.0,1.0,1.0,1,1125,497,4.81,2565,18.0,4.881428571428572,3.0,497,2.0,3.1662276325852203,t,f,1,1,0,0,0,0,0,0,0,0,0,0,159.0
5,1.0,3.0,3.0,2,7,24,4.71,3407,172.0,4.828571428571429,15.0,48,0.0,8.530601912254596,t,t,1,1,0,0,0,0,0,0,0,0,0,0,230.0
4,1.0,2.0,2.0,3,7,337,4.79,5199,20.0,4.832857142857143,8.0,1011,2.0,2.291293254542168,t,f,1,1,0,0,0,0,0,0,0,0,0,0,200.0
3,1.0,1.0,1.0,90,730,137,4.63,4317,191.0,4.674285714285714,3.0,12330,0.0,0.7044069387896277,f,f,1,1,0,0,0,0,0,0,0,0,0,0,400.0
4,1.0,2.0,2.0,2,90,34,4.56,2596,7.0,4.660000000000001,8.0,68,2.0,3.802382147022102,f,t,1,1,0,0,0,0,0,0,0,0,0,0,167.0
2,1.0,1.0,2.0,92,365,43,4.98,3950,52.0,4.954285714285715,2.0,3956,1.0,0.8724274786938702,t,f,1,1,0,0,0,0,0,0,0,0,0,0,214.0
3,1.0,1.0,1.0,90,300,16,4.81,2890,389.0,4.741428571428572,3.0,1440,1.0,2.3929113030271085,f,f,1,1,0,0,0,0,0,0,0,0,0,0,158.0
5,1.0,2.0,2.0,1,90,285,4.91,2525,10.0,4.924285714285714,10.0,285,2.0,5.928302232327807,t,f,1,1,0,0,0,0,0,0,0,0,0,0,273.0
2,1.0,1.0,1.0,90,365,82,4.39,3959,626.0,4.585714285714286,2.0,7380,3.0,6.224949989072141,f,f,1,1,0,0,0,0,0,0,0,0,0,0,58.0
4,2.0,2.0,2.0,2,1125,287,4.72,3579,19.0,4.777142857142857,8.0,574,2.0,0.6625041660268037,f,f,1,1,0,0,0,0,0,0,0,0,0,0,446.0
5,1.0,3.0,3.0,1,180,429,4.89,2685,11.0,4.902857142857143,15.0,429,2.0,3.993056149948133,,f,1,1,0,0,0,0,0,0,0,0,0,0,172.0
4,1.0,2.0,2.0,1,30,143,4.69,3456,20.0,4.732857142857143,8.0,143,2.0,5.842622426493815,f,t,1,1,0,0,0,0,0,0,0,0,0,0,185.0
2,1.0,1.0,1.0,90,365,42,4.57,3959,420.0,4.564285714285714,2.0,3780,1.0,6.224949989072141,f,f,1,1,0,0,0,0,0,0,0,0,0,0,50.0
2,1.0,1.0,1.0,1,30,158,4.72,2522,12.0,4.7942857142857145,2.0,158,2.0,7.7539246190719355,t,t,1,1,0,0,0,0,0,0,0,0,0,0,163.0
2,1.0,1.0,2.0,2,1125,125,4.78,5065,13.0,4.797142857142857,2.0,250,2.0,2.038960159158862,f,f,1,1,0,0,0,0,0,0,0,0,0,0,177.0
2,1.0,1.0,1.0,2,1125,91,4.67,2845,16.0,4.768571428571428,2.0,182,2.0,4.383524989347216,t,f,1,1,0,0,0,0,0,0,0,0,0,0,125.0
4,1.0,2.0,2.0,2,30,252,4.79,3017,16.0,4.805714285714286,8.0,504,2.0,4.271317538088781,t,f,1,1,0,0,0,0,0,0,0,0,0,0,170.0
2,1.0,1.0,1.0,90,730,7,4.71,3189,45.0,4.815714285714286,2.0,630,1.0,1.020766425308282,t,f,1,1,0,0,0,0,0,0,0,0,0,0,129.0
2,1.0,1.0,1.0,1,1125,54,4.35,4085,30.0,4.52,2.0,54,1.0,4.926141879559934,f,t,1,1,0,0,0,0,0,0,0,0,0,0,85.0
2,1.0,1.0,1.0,2,1125,154,4.91,3698,24.0,4.892857142857143,2.0,308,1.0,3.888231319713396,t,f,1,1,0,0,0,0,0,0,0,0,0,0,132.0
1,1.0,1.0,1.0,90,365,0,4.89,4515,0.0,4.892857142857143,1.0,0,,3.6921492091558203,f,f,1,1,0,0,0,0,0,0,0,0,0,0,52.0
4,2.0,2.0,2.0,90,730,2,5.0,3189,693.0,5.0,8.0,180,2.0,1.1998887704467218,t,f,1,1,0,0,0,0,0,0,0,0,0,0,229.0
3,1.0,0.0,2.0,2,1125,86,4.74,2501,19.0,4.771428571428571,0.0,172,2.0,7.268152247230087,t,t,1,1,0,0,0,0,0,0,0,0,0,0,181.0
2,1.0,1.0,1.0,90,365,29,4.76,4084,2308.0,4.772857142857142,2.0,2610,0.0,6.589862344276595,t,f,1,1,0,0,0,0,0,0,0,0,0,0,50.0
4,1.0,1.0,3.0,2,90,36,4.67,2500,50.0,4.715714285714285,4.0,72,1.0,5.210325618390086,f,f,1,1,0,0,0,0,0,0,0,0,0,0,221.0
6,1.0,2.0,3.0,1,1125,454,4.75,3620,35.0,4.825714285714286,12.0,454,1.0,5.586955242287186,f,f,1,1,0,0,0,0,0,0,0,0,0,0,157.0
5,2.5,2.0,2.0,3,730,81,4.79,3522,46.0,4.795714285714285,10.0,243,1.0,4.187713086820747,f,t,1,0,0,0,0,0,0,0,0,0,0,0,560.0
1,1.0,0.0,1.0,90,180,59,4.93,2534,175.0,4.909999999999999,0.0,5310,0.0,5.412253390964238,t,f,1,1,0,0,0,0,0,0,0,0,0,0,98.0
2,1.0,1.0,1.0,2,30,239,4.87,4138,7.0,4.924285714285714,2.0,478,2.0,4.751552907070798,t,f,1,1,0,0,0,0,0,0,0,0,0,0,154.0
3,1.0,2.0,2.0,90,730,18,4.78,3854,352.0,4.874285714285714,6.0,1620,2.0,0.6322748594730507,t,f,1,1,0,0,0,0,0,0,0,0,0,0,231.0
2,1.0,1.0,1.0,30,150,28,4.86,4338,19.0,4.882857142857143,2.0,840,2.0,3.095241871098915,t,f,1,1,0,0,0,0,0,0,0,0,0,0,96.0
3,1.0,1.0,1.0,90,730,21,5.0,2647,24.0,4.911428571428571,3.0,1890,1.0,1.9104218608475996,t,t,1,1,0,0,0,0,0,0,0,0,0,0,223.0
6,1.0,3.0,3.0,2,1125,12,4.17,2854,687.0,4.369999999999999,18.0,24,2.0,8.955868969492009,f,t,1,1,0,0,0,0,0,0,0,0,0,0,237.0
4,1.0,2.0,2.0,1,1125,67,4.58,4095,51.0,4.677142857142856,8.0,67,1.0,5.745824000522702,t,f,1,1,0,0,0,0,0,0,0,0,0,0,258.0
4,2.0,2.0,2.0,5,30,18,4.94,4822,121.0,4.934285714285714,8.0,90,0.0,2.717069698216712,t,f,1,1,0,0,0,0,0,0,0,0,0,0,167.0
4,1.0,1.0,2.0,90,1125,116,4.94,2468,24.0,4.945714285714286,4.0,10440,1.0,3.922466371280138,f,f,1,1,0,0,0,0,0,0,0,0,0,0,275.0
10,2.5,5.0,5.0,3,1125,42,4.83,2468,178.0,4.871428571428572,50.0,126,0.0,2.495435127513844,t,f,1,1,0,0,0,0,0,0,0,0,0,0,456.0
2,1.0,1.0,1.0,90,730,15,4.93,3172,559.0,4.867142857142857,2.0,1350,0.0,0.307606690231108,f,f,1,1,0,0,0,0,0,0,0,0,0,0,180.0
4,1.0,1.0,3.0,3,90,249,4.77,3402,12.0,4.8428571428571425,4.0,747,2.0,3.8138358416464504,t,f,1,1,0,0,0,0,0,0,0,0,0,0,189.0
2,1.0,1.0,1.0,4,1125,272,4.98,3463,8.0,4.9628571428571435,2.0,1088,2.0,4.547762811852365,t,f,1,1,0,0,0,0,0,0,0,0,0,0,251.0
2,1.0,1.0,1.0,4,200,20,4.75,2584,33.0,4.735714285714286,2.0,80,1.0,6.8840428737302855,t,f,1,1,0,0,0,0,0,0,0,0,0,0,190.0
4,1.0,1.0,2.0,5,1125,255,4.84,3272,33.0,4.8428571428571425,4.0,1275,1.0,4.077078467966501,t,f,1,1,0,0,0,0,0,0,0,0,0,0,233.0
2,1.0,1.0,2.0,90,365,4,4.75,2508,1198.0,4.75,2.0,360,1.0,1.5370652376425493,f,f,1,1,0,0,0,0,0,0,0,0,0,0,115.0
5,2.0,2.0,2.0,2,1125,386,4.91,2506,20.0,4.8914285714285715,10.0,772,2.0,1.180070963841372,t,t,1,1,0,0,0,0,0,0,0,0,0,0,400.0
16,6.0,8.0,12.0,2,1125,161,4.94,2453,30.0,4.928571428571429,128.0,322,1.0,6.554454478539258,t,t,1,1,0,0,0,0,0,0,0,0,0,0,1449.0
6,2.0,2.0,3.0,2,1125,343,4.72,2453,22.0,4.75,12.0,686,2.0,1.041345696769231,f,t,1,1,0,0,0,0,0,0,0,0,0,0,295.0
2,1.0,0.0,1.0,2,30,348,4.97,2471,6.0,4.9628571428571435,0.0,696,2.0,4.028753589052005,t,f,1,1,0,0,0,0,0,0,0,0,0,0,102.0
6,1.0,2.0,3.0,14,1125,80,4.76,2478,80.0,4.838571428571428,12.0,1120,1.0,8.870517996067637,t,f,1,1,0,0,0,0,0,0,0,0,0,0,150.0
3,1.0,0.0,1.0,4,1125,171,4.89,2446,21.0,4.901428571428572,0.0,684,2.0,3.3807568658663865,t,f,1,1,0,0,0,0,0,0,0,0,0,0,147.0
2,1.0,1.0,1.0,90,1125,8,4.88,4130,724.0,4.965714285714285,2.0,720,2.0,7.858485558192616,t,f,1,1,0,0,0,0,0,0,0,0,0,0,38.0
2,1.0,1.0,1.0,1,30,112,4.96,3662,14.0,4.961428571428572,2.0,112,2.0,8.047653014663332,t,f,1,1,0,0,0,0,0,0,0,0,0,0,125.0
2,1.0,1.0,1.0,90,1125,5,5.0,4130,303.0,4.914285714285714,2.0,450,2.0,7.718171253460206,t,f,1,1,0,0,0,0,0,0,0,0,0,0,48.0
2,1.0,1.0,1.0,90,1125,150,4.71,2981,286.0,4.7871428571428565,2.0,13500,3.0,0.3465319267729284,f,f,1,1,0,0,0,0,0,0,0,0,0,0,35.0
2,1.0,1.0,1.0,2,60,406,4.91,4593,4.0,4.937142857142857,2.0,812,2.0,1.9431427320224355,t,f,1,1,0,0,0,0,0,0,0,0,0,0,160.0
2,1.0,1.0,1.0,2,31,59,4.92,4379,33.0,4.898571428571429,2.0,118,1.0,7.7153258129347195,t,f,1,1,0,0,0,0,0,0,0,0,0,0,175.0
1,1.0,1.0,1.0,93,93,0,4.89,2979,0.0,4.892857142857143,1.0,0,,1.5625196633294818,f,t,1,1,0,0,0,0,0,0,0,0,0,0,40.0
