accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,host_age_days,days_since_last_review,avg_review_score,season,distance_to_center_km,accommodates_bedrooms,min_nights_reviews,Has_Wifi,Has_Kitchen,Has_Heating,Has_TV,Has_Essentials,Has_Hair_Dryer,Has_Iron,Has_Free_Parking,Has_Hangers,Has_Laptop_Friendly_Workspace,host_has_profile_pic_binary,host_identity_verified_binary,host_is_superhost,instant_bookable,room_Private room,room_Shared room,neighbourhood_cleansed_Downtown,neighbourhood_cleansed_Downtown Eastside,neighbourhood_cleansed_Dunbar Southlands,neighbourhood_cleansed_Fairview,neighbourhood_cleansed_Grandview-Woodland,neighbourhood_cleansed_Hastings-Sunrise,neighbourhood_cleansed_Kensington-Cedar Cottage,neighbourhood_cleansed_Kerrisdale,neighbourhood_cleansed_Killarney,neighbourhood_cleansed_Kitsilano,neighbourhood_cleansed_Marpole,neighbourhood_cleansed_Mount Pleasant,neighbourhood_cleansed_Oakridge,neighbourhood_cleansed_Renfrew-Collingwood,neighbourhood_cleansed_Riley Park,neighbourhood_cleansed_Shaughnessy,neighbourhood_cleansed_South Cambie,neighbourhood_cleansed_Strathcona,neighbourhood_cleansed_Sunset,neighbourhood_cleansed_Victoria-Fraserview,neighbourhood_cleansed_West End,neighbourhood_cleansed_West Point Grey,price
3,1.0,1.0,1.0,90,1125,0,4.89,2363,0.0,4.892857142857143,,0.7496171232768606,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,105.0
4,1.0,2.0,2.0,90,1125,2,3.0,2363,461.0,3.857142857142857,1.0,0.7601727703199832,8.0,180,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,145.0
2,1.0,0.0,1.0,90,1125,9,4.33,2363,419.0,4.428571428571429,1.0,0.5285221860342688,0.0,810,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,95.0
3,1.5,2.0,2.0,90,730,29,4.59,1441,670.0,4.670000000000001,2.0,5.950496582918738,6.0,2610,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,226.0
3,1.0,1.0,2.0,90,730,15,4.93,2854,55.0,4.914285714285714,1.0,1.1020165099546455,3.0,1350,0,0,0,0,0,0,0,0,0,0,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,154.0
4,1.0,2.0,2.0,3,28,135,4.79,1439,20.0,4.804285714285713,2.0,7.751652638050386,8.0,405,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,140.0
2,1.0,0.0,1.0,90,1125,5,3.8,2363,388.0,4.0,2.0,0.6546908437889757,0.0,450,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,88.0
5,1.0,1.0,2.0,2,1125,139,4.58,2387,20.0,4.637142857142856,2.0,3.94918028188716,5.0,278,0,0,0,0,0,0,0,0,0,0,1,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,159.0
3,1.0,1.0,2.0,1,45,172,4.76,1445,9.0,4.8100000000000005,2.0,4.737979330293249,3.0,172,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,135.0
5,2.0,2.0,3.0,3,10,82,4.93,2337,280.0,4.918571428571428,3.0,0.6477625889813463,10.0,246,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,943.0
4,1.0,1.0,1.0,90,1125,12,4.92,1849,19.0,4.857142857142857,2.0,1.0516847200834964,4.0,1080,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,399.0
6,1.0,2.0,3.0,2,1125,77,4.56,4356,29.0,4.621428571428572,1.0,7.872081732539661,12.0,154,0,0,0,0,0,0,0,0,0,0,1,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,224.0
4,2.0,2.0,2.0,90,365,10,4.9,1979,331.0,4.857142857142857,2.0,1.1633556443020665,8.0,900,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,371.0
4,2.0,2.0,2.0,90,365,10,4.5,1979,9.0,4.557142857142857,2.0,0.5619467416933311,8.0,900,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,402.0
1,1.0,1.0,1.0,90,1125,4,4.25,2922,174.0,4.428571428571429,0.0,4.009616558464109,1.0,360,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,68.0
12,2.0,5.0,5.0,2,180,71,4.89,5940,30.0,4.875714285714286,1.0,4.5092032563891795,60.0,142,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,578.0
4,1.0,1.0,3.0,2,30,206,4.84,3309,22.0,4.855714285714286,2.0,1.0560348153459242,4.0,412,0,0,0,0,0,0,0,0,0,0,1,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,208.0
2,1.0,0.0,1.0,90,365,201,4.65,1429,171.0,4.6814285714285715,0.0,0.2524605640447111,0.0,18090,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,109.0
3,1.0,1.0,2.0,90,365,2,5.0,4167,1240.0,4.857142857142857,0.0,0.854618053582782,3.0,180,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,110.0
2,1.0,1.0,1.0,2,1125,66,4.89,1425,37.0,4.875714285714286,1.0,1.0849644740592357,2.0,132,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,322.0
1,1.0,1.0,1.0,90,365,2,5.0,5393,1393.0,5.0,2.0,8.996313090090073,1.0,180,0,0,0,0,0,0,0,0,0,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,80.0
3,1.0,1.0,1.0,90,365,10,4.7,1918,52.0,4.785714285714286,1.0,7.826160813854874,3.0,900,0,0,0,0,0,0,0,0,0,0,1,1,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,88.0
2,1.0,1.0,1.0,90,365,19,4.63,1421,84.0,4.711428571428572,1.0,1.0441649949198286,2.0,1710,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,130.0
4,1.0,1.0,3.0,2,120,14,4.86,4834,23.0,4.8585714285714285,2.0,4.975809816170141,4.0,28,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,379.0
2,1.0,1.0,1.0,1,60,164,4.89,4834,15.0,4.868571428571428,2.0,5.007999032897626,2.0,164,0,0,0,0,0,0,0,0,0,0,1,1,1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,103.0
8,2.5,3.0,3.0,2,30,35,4.89,4599,197.0,4.890000000000001,0.0,2.4050704538964425,24.0,70,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,550.0
4,1.0,2.0,2.0,90,1125,0,4.89,2363,0.0,4.892857142857143,,1.7767587915833565,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,122.0
5,2.0,2.0,3.0,4,730,121,5.0,1418,4.0,4.977142857142858,2.0,0.5500674335435861,10.0,484,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,404.0
4,1.0,1.0,2.0,3,15,28,4.89,1417,198.0,4.8914285714285715,0.0,4.662343949582295,4.0,84,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,431.0
4,1.0,2.0,2.0,1,365,60,4.8,4228,16.0,4.838571428571428,2.0,7.22814523009621,8.0,60,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,156.0
2,1.0,1.0,1.0,1,730,138,4.88,2493,7.0,4.887142857142856,2.0,8.122411479269193,2.0,138,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,124.0
1,1.0,1.0,3.0,90,365,5,4.6,2665,555.0,4.542857142857143,0.0,2.6549986784464523,1.0,450,0,0,0,0,0,0,0,0,0,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,48.0
4,1.0,2.0,3.0,2,1125,65,4.86,3499,126.0,4.804285714285714,0.0,1.04997739498808,8.0,130,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,288.0
2,1.0,1.0,1.0,2,1125,173,4.95,1410,10.0,4.920000000000001,2.0,0.36947346755343974,2.0,346,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,216.0
3,1.0,1.0,2.0,90,999,26,4.58,1849,220.0,4.632857142857143,3.0,0.8865197654467054,3.0,2340,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,150.0
3,1.0,1.0,2.0,90,999,24,4.42,1849,296.0,4.661428571428572,3.0,1.073476900478328,3.0,2160,0,0,0,0,0,0,0,0,0,0,1,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,250.0
6,2.0,3.0,3.0,2,89,37,4.92,3156,24.0,4.901428571428572,1.0,3.490677100028607,18.0,74,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,210.0
2,1.0,1.0,1.0,90,365,16,5.0,3505,248.0,4.9471428571428575,3.0,8.028159020134083,2.0,1440,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,85.0
4,1.0,2.0,3.0,3,30,32,4.97,1543,196.0,4.9399999999999995,0.0,6.597528138238635,8.0,96,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,212.0
1,1.0,1.0,1.0,90,1125,20,4.9,2352,44.0,4.821428571428571,1.0,6.225113302411495,1.0,1800,0,0,0,0,0,0,0,0,0,0,1,1,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,40.0
1,1.0,1.0,1.0,90,730,9,4.67,2352,35.0,4.717142857142858,1.0,6.1067849714487465,1.0,810,0,0,0,0,0,0,0,0,0,0,1,1,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45.0
3,1.0,1.0,2.0,1,20,264,4.94,1404,5.0,4.904285714285714,2.0,0.862692285544826,3.0,264,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,338.0
4,1.0,1.0,2.0,2,1125,188,4.84,4132,23.0,4.87,2.0,0.5244873846324374,4.0,376,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,252.0
4,2.0,2.0,2.0,31,190,94,4.96,690,10.0,4.957142857142857,2.0,3.334975092077268,8.0,2914,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,451.0
4,1.0,2.0,2.0,2,1125,57,4.7,1399,32.0,4.731428571428571,1.0,9.412837966339104,8.0,114,0,0,0,0,0,0,0,0,0,0,1,1,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,162.0
2,1.0,1.0,1.0,2,5,208,4.99,2210,7.0,4.96,2.0,4.8369506148138,2.0,416,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,135.0
2,1.0,1.0,1.0,1,14,219,4.91,3631,5.0,4.804285714285714,2.0,2.706224090490809,2.0,219,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,168.0
4,1.0,2.0,2.0,2,31,221,4.95,2936,20.0,4.917142857142857,2.0,3.505386058886793,8.0,442,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,173.0
2,1.0,1.0,1.0,1,365,235,4.83,1395,16.0,4.85,2.0,0.5032847495634911,2.0,235,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,254.0
2,1.0,1.0,1.0,2,28,43,4.84,1393,16.0,4.88,2.0,5.410085421954964,2.0,86,0,0,0,0,0,0,0,0,0,0,1,1,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,135.0
4,2.0,2.0,2.0,5,300,116,4.86,3864,18.0,4.867142857142857,2.0,0.5181729278012185,8.0,580,0,0,0,0,0,0,0,0,0,0,1,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,414.0
4,1.0,1.0,2.0,1,1125,296,4.84,1391,1.0,4.805714285714286,2.0,1.1524070298828248,4.0,296,0,0,0,0,0,0,0,0,0,0,1,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,304.0
2,1.0,1.0,1.0,7,365,66,5.0,4166,8.0,4.978571428571429,2.0,4.234379664453725,2.0,462,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,419.0
2,1.0,1.0,1.0,150,365,0,4.89,1664,0.0,4.892857142857143,,0.6569766603465206,2.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,120.0
2,1.0,1.0,1.0,1,30,130,4.93,1390,26.0,4.921428571428572,1.0,4.344780309396557,2.0,130,0,0,0,0,0,0,0,0,0,0,1,1,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,162.0
5,2.0,2.0,2.0,2,700,145,4.77,1390,18.0,4.741428571428571,2.0,0.86181190605878,10.0,290,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,428.0
3,1.0,2.0,2.0,2,365,168,4.49,3524,2.0,4.588571428571428,2.0,8.309778880987706,6.0,336,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,105.0
3,1.0,1.0,4.0,2,1125,107,4.68,1442,85.0,4.71,1.0,1.1315004377047673,3.0,214,0,0,0,0,0,0,0,0,0,0,1,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,261.0
2,1.0,1.0,1.0,2,21,46,4.96,1384,6.0,4.945714285714286,2.0,6.130533960445876,2.0,92,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,112.0
4,1.0,1.0,2.0,2,365,41,4.88,3333,86.0,4.851428571428571,1.0,1.013567142143812,4.0,82,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,282.0
2,1.0,0.0,1.0,3,1125,29,5.0,4884,51.0,4.931428571428571,1.0,2.3835784482852764,0.0,87,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,196.0
2,1.0,1.0,2.0,3,90,165,4.87,3296,4.0,4.911428571428572,2.0,3.5405935038736147,2.0,495,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,137.0
4,1.0,2.0,2.0,2,30,88,4.81,3709,13.0,4.848571428571428,2.0,5.633758356020463,8.0,176,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,199.0
1,0.0,1.0,1.0,1,365,74,4.36,3784,649.0,4.4471428571428575,3.0,0.3238133488217339,1.0,74,0,0,0,0,0,0,0,0,0,0,1,1,0,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,85.0
2,1.0,0.0,1.0,90,730,15,4.93,3505,37.0,4.902857142857143,1.0,4.7753293421325,0.0,1350,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,141.0
1,1.0,1.0,1.0,2,1125,49,4.67,1419,24.0,4.651428571428572,1.0,7.381401594447794,1.0,98,0,0,0,0,0,0,0,0,0,0,1,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,52.0
6,2.0,2.0,3.0,4,365,144,4.9,1375,8.0,4.891428571428571,2.0,1.0058913675087067,12.0,576,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,315.0
6,4.0,3.0,3.0,180,365,0,4.89,1956,0.0,4.892857142857143,,0.9597841976320556,18.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,250.0
4,2.0,1.0,3.0,90,1125,1,5.0,1363,1016.0,5.0,3.0,1.0100961008801936,4.0,90,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,200.0
3,1.0,2.0,2.0,90,1125,276,4.87,1412,6.0,4.862857142857143,2.0,1.1395052735683133,6.0,24840,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,306.0
4,1.0,1.0,2.0,3,60,98,4.84,1361,17.0,4.862857142857144,2.0,1.1728527347203526,4.0,294,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,278.0
2,1.0,1.0,1.0,30,90,124,4.78,3329,24.0,4.795714285714285,1.0,6.937512804946074,2.0,3720,0,0,0,0,0,0,0,0,0,0,1,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,95.0
2,1.0,1.0,1.0,7,89,165,4.98,3969,22.0,4.945714285714287,2.0,1.2139216292763113,2.0,1155,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,397.0
6,2.0,2.0,4.0,3,89,102,5.0,3303,10.0,4.971428571428571,2.0,1.2191000611164202,12.0,306,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,632.0
4,1.5,1.0,2.0,3,30,12,5.0,64,2.0,4.928571428571429,2.0,1.3271539548428235,4.0,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,441.0
2,1.0,1.0,2.0,1,29,265,4.69,1691,18.0,4.777142857142858,2.0,5.841230065396633,2.0,265,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,130.0
15,4.0,5.0,9.0,3,1125,101,4.46,4161,20.0,4.577142857142857,2.0,7.352109501489748,75.0,303,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,604.0
3,1.5,1.0,1.0,180,365,0,4.89,4516,0.0,4.892857142857143,,2.2756157623529067,3.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,150.0
4,1.0,2.0,3.0,1,1125,331,4.94,1351,4.0,4.937142857142857,2.0,6.244941097995716,8.0,331,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,193.0
4,1.0,2.0,2.0,90,1125,13,5.0,4574,115.0,4.845714285714286,1.0,0.3576529607462426,8.0,1170,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,130.0
4,1.0,1.0,4.0,3,1125,109,4.87,3525,26.0,4.857142857142857,1.0,6.227295093602088,4.0,327,0,0,0,0,0,0,0,0,0,0,1,1,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,159.0
4,1.0,1.0,2.0,5,120,157,4.82,4024,23.0,4.741428571428571,2.0,1.0613459086109565,4.0,785,0,0,0,0,0,0,0,0,0,0,1,1,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,208.0
2,1.0,1.0,1.0,180,730,17,5.0,4756,632.0,4.965714285714285,3.0,1.1961119148486667,2.0,3060,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,228.0
2,1.0,1.0,1.0,2,15,202,4.95,3807,5.0,4.941428571428571,2.0,5.3358710755921654,2.0,404,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,123.0
2,1.0,0.0,1.0,1,365,219,4.67,3784,17.0,4.781428571428571,2.0,4.4001028214654525,0.0,219,0,0,0,0,0,0,0,0,0,0,1,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,136.0
4,1.0,2.0,2.0,90,1125,13,5.0,1454,24.0,4.957142857142857,1.0,2.472755367565343,8.0,1170,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,135.0
4,2.0,2.0,2.0,90,210,10,5.0,2915,318.0,5.0,2.0,1.766106378254309,8.0,900,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,299.0
2,1.0,1.0,1.0,90,365,2,5.0,2072,22.0,4.857142857142857,2.0,0.45868693083492346,2.0,180,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,104.0
1,1.0,1.0,1.0,90,300,4,5.0,4457,663.0,4.857142857142857,2.0,2.2695105244838416,1.0,360,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,150.0
4,2.0,2.0,2.0,2,120,232,4.87,3954,18.0,4.821428571428571,2.0,1.0114158989567066,8.0,464,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,360.0
6,2.0,1.0,2.0,2,28,49,4.76,2949,37.0,4.781428571428571,1.0,0.8900989396605876,6.0,98,0,0,0,0,0,0,0,0,0,0,1,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,582.0
2,1.5,1.0,1.0,3,29,158,4.96,2035,24.0,4.952857142857142,1.0,5.1748584384789025,2.0,474,0,0,0,0,0,0,0,0,0,0,1,1,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,123.0
7,2.0,3.0,5.0,3,1125,104,4.98,1337,7.0,4.9557142857142855,2.0,6.857727026842159,21.0,312,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,293.0
2,1.0,1.0,1.0,4,730,118,4.97,2774,5.0,4.93,2.0,1.150626445020442,2.0,472,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,274.0
4,2.0,2.0,2.0,90,1125,1,1.0,2363,1023.0,2.4285714285714284,3.0,1.0517017520252292,8.0,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,178.0
4,1.0,2.0,2.0,2,15,71,4.92,5295,17.0,4.895714285714285,2.0,5.958133142948069,8.0,142,0,0,0,0,0,0,0,0,0,0,1,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,231.0
